"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"163"	6.11127478761872e-12	0.380227199059769	0.262	0.185	1.29467356375703e-07	"8"	"KLRD1"
"164"	1.40955215073858e-11	0.450359251916794	0.268	0.183	2.98613623133969e-07	"8"	"GNLY"
"165"	1.67928749132899e-10	0.378656051831897	0.417	0.311	3.55757055038046e-06	"8"	"GZMH"
"166"	4.37516763212979e-05	0.477052291780788	0.241	0.267	0.926879262866696	"8"	"NUCKS1"
"167"	0.00010455208854507	0.790744590951863	0.235	0.257	1	"8"	"SEC61G"
"168"	0.000126325028272988	0.374157305318399	0.241	0.258	1	"8"	"NDUFC1"
"169"	0.00024319183981433	0.491981232346134	0.403	0.351	1	"8"	"HLA-L"
"170"	0.000282130243484685	1.16173869895457	0.256	0.266	1	"8"	"MCMDC2"
"171"	0.000401426612735634	1.59101015443142	0.27	0.272	1	"8"	"RAB11B-AS1"
"172"	0.000414718402392191	0.812738127203601	0.311	0.338	1	"8"	"MAP1LC3B2"
"173"	0.000734929342859678	0.381126125120227	0.346	0.207	1	"8"	"PLEK"
"174"	0.000899405930101248	0.422822746808598	0.26	0.276	1	"8"	"NHP2"
"175"	0.00102223706984022	0.35552176976172	0.252	0.255	1	"8"	"NDUFA6"
"176"	0.00347289075527977	0.436841803432263	0.26	0.27	1	"8"	"RSBN1L"
"177"	0.00470996227302882	0.566615607368753	0.264	0.274	1	"8"	"POTEF"
"178"	0.00491515610505002	0.381539857698315	0.297	0.309	1	"8"	"ISG15"
"179"	0.00497961593350205	1.00203463266902	0.294	0.305	1	"8"	"POTEE"
"180"	0.00671893582286614	0.36087400054394	0.327	0.328	1	"8"	"SF3B5"
"181"	2.48489049622259e-155	2.06415541732615	0.4	0.062	5.26424051624755e-151	"9"	"ZBTB16"
"182"	4.76179906983175e-129	2.38356317599399	0.684	0.042	1.00878713294386e-124	"9"	"SLC4A10"
"183"	9.30520002260567e-123	1.03833904515764	0.846	0.246	1.97130662478901e-118	"9"	"KLRB1"
"184"	3.93959943933545e-87	0.906977777076241	0.789	0.267	8.34604141223215e-83	"9"	"KLRG1"
"185"	3.48455162247952e-78	1.09769026334157	0.422	0.175	7.38202261222286e-74	"9"	"RUNX2"
"186"	1.67835182946324e-57	1.23283251438128	0.631	0.203	3.55558835071787e-53	"9"	"ERN1"
"187"	2.7831426001704e-48	3.03843405972325	0.568	0.046	5.89608759846099e-44	"9"	"COLQ"
"188"	1.84443613790275e-39	0.974741661368135	0.645	0.227	3.90743795814697e-35	"9"	"IFNGR1"
"189"	2.67695521069461e-31	0.946511354471882	0.548	0.108	5.67112961385653e-27	"9"	"IL18RAP"
"190"	1.25596869985702e-27	1.00036275983554	0.564	0.183	2.66076969064709e-23	"9"	"DPP4"
"191"	9.63388956484445e-27	1.05668633244362	0.264	0.243	2.0409395043123e-22	"9"	"RNF39"
"192"	5.39730144615642e-25	0.945018474649604	0.509	0.1	1.14341831136824e-20	"9"	"ABCB1"
"193"	1.73234773378318e-17	0.912560317050336	0.552	0.235	3.66997867401966e-13	"9"	"CCR6"
"194"	1.89255189944753e-17	1.42119332076099	0.473	0.096	4.0093711989796e-13	"9"	"NCR3"
"195"	5.16191072605969e-13	1.05572783726157	0.442	0.109	1.09355078731575e-08	"9"	"LST1"
"196"	3.01884720232679e-10	2.26049584139704	0.254	0.019	6.3954277981293e-06	"9"	"TLE1"
"197"	8.24484523317269e-09	1.11016670536284	0.26	0.041	0.000174667046264763	"9"	"CEBPD"
"198"	8.40843732882974e-07	1.74624304462278	0.264	0.018	0.0178132744811258	"9"	"LTK"
"199"	1.39847160679219e-05	2.34296057140722	0.266	0.012	0.296266209898925	"9"	"ME1"
"200"	0.00034773128879677	1.8132104494671	0.398	0.072	1	"9"	"TMIGD2"
"201"	1.08205149874343e-116	3.48084046966288	0.592	0.048	2.29232610008795e-112	"10"	"CXCL13"
"202"	4.41933272855979e-98	2.2342165502945	0.627	0.129	9.36235638545391e-94	"10"	"BTLA"
"203"	2.56943965398824e-73	3.52038695123572	0.373	0.025	5.4433579069741e-69	"10"	"PDE7B"
"204"	9.72573837891421e-73	2.47736828967524	0.468	0.081	2.06039767557297e-68	"10"	"TOX2"
"205"	1.78116804251208e-56	3.62844799614161	0.35	0.033	3.77340449806185e-52	"10"	"CD200"
"206"	4.79783140327095e-55	2.58134607290012	0.494	0.083	1.01642058278295e-50	"10"	"ICA1"
"207"	2.21265621517507e-53	2.22747823904766	0.506	0.167	4.68751219184839e-49	"10"	"BHLHE40-AS1"
"208"	1.08520639361606e-49	2.13052982414865	0.39	0.054	2.29900974487562e-45	"10"	"PTPN13"
"209"	8.10673388686802e-49	2.10495453094251	0.491	0.131	1.71741157393299e-44	"10"	"MTHFD2"
"210"	5.18544753822733e-43	2.58128953762034	0.335	0.042	1.09853706097346e-38	"10"	"SMCO4"
"211"	3.75621000436921e-40	3.41384577301989	0.26	0.015	7.95753089425617e-36	"10"	"IL21"
"212"	7.73440517736555e-38	3.67705107905996	0.393	0.021	1.63853373682489e-33	"10"	"CPM"
"213"	3.12071783426219e-32	2.36810130336049	0.28	0.052	6.61124073188444e-28	"10"	"KIAA1324"
"214"	7.01942334019604e-32	3.52242561787049	0.361	0.017	1.48706483462053e-27	"10"	"ENO4"
"215"	4.4055531380025e-26	2.16861551336707	0.269	0.079	9.33316432285829e-22	"10"	"ZBED2"
"216"	1.25354824684939e-24	2.52211875628271	0.329	0.037	2.65564196095042e-20	"10"	"LINC01281"
"217"	1.09239088398032e-23	2.25282455191103	0.303	0.078	2.3142300877123e-19	"10"	"BCL6"
"218"	2.87934778240827e-20	2.17577399352832	0.358	0.055	6.09989827703193e-16	"10"	"CHN1"
"219"	3.81386459304048e-17	3.33186542348423	0.277	0.015	8.07967214035625e-13	"10"	"HSPA12A"
"220"	6.57706350913608e-12	2.1348719037096	0.275	0.053	1.39335090441048e-07	"10"	"ANKRD55"
"221"	1.55654629951821e-222	5.34022634869894	0.925	0.103	3.29754333552933e-218	"11"	"MIR3917"
"222"	1.85931547572065e-214	5.68167662572768	0.868	0.041	3.9389598353142e-210	"11"	"TYMS"
"223"	5.23985475145572e-198	6.31506772133378	0.796	0.009	1.11006322909589e-193	"11"	"TYMSOS"
"224"	2.22997040541355e-165	5.48063921726207	0.743	0.015	4.72419230386861e-161	"11"	"TK1"
"225"	2.20523257658315e-150	5.61796567904216	0.712	0.013	4.67178521349141e-146	"11"	"UHRF1"
"226"	5.98140635832101e-143	5.26584538409371	0.68	0.012	1.26716093701031e-138	"11"	"DTL"
"227"	1.12927674087179e-132	6.5238461219726	0.63	0.01	2.39237277553688e-128	"11"	"RRM2"
"228"	3.20929858616678e-131	5.20322059998714	0.68	0.02	6.79889905479432e-127	"11"	"PKMYT1"
"229"	4.63236218423943e-90	5.57338014696971	0.539	0.009	9.81365928731122e-86	"11"	"UBE2C"
